Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
2016-03-01,224,253,0,720,62,148,23242,76,199,61,0,18,54%,2.6,00:01:35,0,0,0,0%,0,0,0,0%,0,0,0,0%,668,542,1,1,51,46,0,0,624,0.63s,58%,2.8,00:01:32
2016-03-02,263,314,0,936,52,185,42149,122,410,88,0,52,57%,3.4,00:03:10,0,0,0,0%,0,0,0,0%,0,0,0,0%,852,649,4,4,80,75,0,0,799,0.54s,59%,3,00:02:14
2016-03-03,259,292,0,747,30,180,33018,79,238,62,0,30,54%,3,00:02:51,0,0,0,0%,0,0,0,0%,0,0,0,0%,680,533,2,2,65,58,0,0,633,0.6s,62%,2.6,00:01:53
2016-03-04,283,320,0,751,31,202,31917,107,264,88,0,16,58%,2.5,00:02:05,0,0,0,0%,0,0,0,0%,0,0,0,0%,695,571,4,4,52,49,0,0,660,0.67s,63%,2.3,00:01:40
2016-03-05,177,201,0,458,17,140,16853,60,155,46,0,17,67%,2.6,00:01:48,0,0,0,0%,0,0,0,0%,0,0,0,0%,430,352,2,2,26,26,0,0,403,0.89s,70%,2.3,00:01:24
2016-03-06,139,151,0,341,37,102,10860,39,75,31,0,9,69%,1.9,00:01:51,0,0,0,0%,0,0,0,0%,0,0,0,0%,318,239,0,0,23,22,0,0,297,0.63s,68%,2.3,00:01:12
2016-03-07,258,293,0,731,32,196,40620,89,190,70,0,32,72%,2.1,00:03:08,0,0,0,0%,0,0,0,0%,0,0,0,0%,685,547,1,1,45,43,0,0,649,0.73s,67%,2.5,00:02:19
2016-03-08,279,321,0,881,40,193,40770,95,284,69,0,33,58%,3,00:02:27,0,0,0,0%,0,0,0,0%,0,0,0,0%,802,626,2,2,77,69,0,0,758,0.67s,60%,2.7,00:02:07
2016-03-09,365,410,0,751,16,282,40321,115,241,90,0,12,63%,2.1,00:02:14,0,0,0,0%,0,0,0,0%,0,0,0,0%,708,590,2,2,41,39,0,0,648,0.78s,69%,1.8,00:01:38
2016-03-10,248,277,0,611,24,182,22126,82,179,69,0,24,67%,2.2,00:01:25,0,0,0,0%,0,0,0,0%,0,0,0,0%,561,469,1,1,49,46,0,0,530,0.62s,66%,2.2,00:01:20
2016-03-11,218,249,0,783,117,155,31567,80,346,66,0,117,59%,4.3,00:03:31,0,0,0,0%,0,0,0,0%,0,0,0,0%,727,509,2,2,54,43,0,0,694,0.68s,62%,3.1,00:02:07
2016-03-12,143,157,0,404,43,111,10462,37,135,30,0,43,78%,3.6,00:01:11,0,0,0,0%,0,0,0,0%,0,0,0,0%,361,259,0,0,36,31,7,7,335,0.64s,71%,2.6,00:01:07
2016-03-13,126,140,0,343,21,95,18045,39,111,35,0,21,59%,2.8,00:03:09,0,0,0,0%,0,0,0,0%,0,0,0,0%,318,258,0,0,25,22,0,0,278,0.84s,68%,2.5,00:02:09
2016-03-14,221,252,0,606,34,173,18419,71,183,55,0,18,63%,2.6,00:01:25,0,0,0,0%,0,0,0,0%,0,0,0,0%,566,449,3,3,37,37,0,0,541,0.54s,69%,2.4,00:01:13
2016-03-15,221,246,0,588,18,161,26522,76,159,59,0,17,67%,2.1,00:01:27,0,0,0,0%,0,0,0,0%,0,0,0,0%,531,435,1,1,56,52,0,0,501,0.7s,65%,2.4,00:01:48
2016-03-16,243,284,0,842,40,170,40653,98,344,71,0,26,57%,3.5,00:03:43,0,0,0,0%,0,0,0,0%,0,0,0,0%,785,569,0,0,57,56,0,0,764,0.59s,60%,3,00:02:23
2016-03-17,311,346,0,725,19,237,33670,112,251,87,0,15,68%,2.2,00:02:28,0,0,0,0%,0,0,0,0%,0,0,0,0%,687,565,2,1,36,35,0,0,637,0.61s,68%,2.1,00:01:37
2016-03-18,321,355,0,755,18,248,32540,110,267,88,0,18,70%,2.4,00:02:21,0,0,0,0%,0,0,0,0%,0,0,0,0%,720,599,1,1,34,33,0,0,658,0.74s,70%,2.1,00:01:32
