Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
2016-03-29,21,24,0,60,21,17,7412,7,38,6,0,21,43%,5.4,00:16:58,0,0,0,0%,0,0,0,0%,0,0,0,0%,53,45,0,0,7,5,0,0,45,0.98s,71%,2.5,00:05:09
2016-03-30,13,16,0,29,5,11,711,6,10,4,0,4,67%,1.7,00:01:13,0,0,0,0%,0,0,0,0%,0,0,0,0%,29,27,0,0,0,0,0,0,23,1.01s,69%,1.8,00:00:44
2016-03-31,25,27,0,64,8,15,3038,3,5,3,0,2,33%,1.7,00:00:09,0,0,0,0%,0,0,0,0%,0,0,0,0%,57,50,2,2,5,5,0,0,52,0.4s,56%,2.4,00:01:53
2016-04-01,24,28,0,61,8,17,4624,6,8,5,0,2,67%,1.3,00:03:02,0,0,0,0%,0,0,0,0%,0,0,0,0%,57,47,0,0,4,4,0,0,54,0.9s,61%,2.2,00:02:45
2016-04-02,22,28,0,73,11,15,3765,14,33,11,0,7,36%,2.4,00:01:46,0,0,0,0%,0,0,0,0%,0,0,0,0%,66,51,3,3,4,4,0,0,59,0.51s,54%,2.6,00:02:14
2016-04-03,12,14,0,46,10,7,1420,5,26,4,0,9,0%,5.2,00:02:36,0,0,0,0%,0,0,0,0%,0,0,0,0%,44,36,0,0,2,2,0,0,39,0.99s,50%,3.3,00:01:41
2016-04-04,27,35,0,67,7,22,5949,12,16,8,0,3,75%,1.3,00:02:54,0,0,0,0%,0,0,0,0%,0,0,0,0%,62,53,1,1,4,4,0,0,54,0.67s,63%,1.9,00:02:50
2016-04-05,25,29,0,98,18,13,6189,7,34,5,0,13,43%,4.9,00:08:02,0,0,0,0%,0,0,0,0%,0,0,0,0%,87,63,2,2,9,8,0,0,84,0.71s,45%,3.4,00:03:33
2016-04-06,22,25,0,43,13,22,1290,3,3,2,0,1,100%,1,00:00:00,0,0,0,0%,0,0,0,0%,0,0,0,0%,39,32,1,1,3,3,0,0,31,0.85s,88%,1.7,00:00:52
2016-04-07,12,14,0,36,13,7,6887,5,8,4,0,3,60%,1.6,00:02:15,0,0,0,0%,0,0,0,0%,0,0,0,0%,31,24,2,2,3,3,0,0,30,1.17s,50%,2.6,00:08:12
2016-04-08,15,17,0,41,10,10,3103,2,4,2,0,2,0%,2,00:11:22,0,0,0,0%,0,0,0,0%,0,0,0,0%,36,28,1,1,4,3,0,0,32,1.13s,59%,2.4,00:03:03
2016-04-09,14,14,0,33,11,11,2882,2,2,2,0,1,100%,1,00:00:00,0,0,0,0%,0,0,0,0%,0,0,0,0%,30,28,0,0,3,3,0,0,30,0.85s,79%,2.4,00:03:26
2016-04-10,9,10,0,17,8,9,1199,,,,,,0%,0,00:00:00,0,0,0,0%,0,0,0,0%,,,,,17,17,0,0,0,0,0,0,15,8s,90%,1.7,00:02:00
2016-04-11,21,23,0,77,15,14,7115,3,17,2,0,14,33%,5.7,00:16:30,0,0,0,0%,0,0,0,0%,0,0,0,0%,65,48,2,2,10,9,0,0,62,0.4s,61%,3.3,00:05:09
2016-04-12,18,25,0,44,9,18,4981,10,27,4,0,9,40%,2.7,00:05:15,0,0,0,0%,0,0,0,0%,0,0,0,0%,42,37,0,0,2,2,0,0,39,0.6s,72%,1.8,00:03:19
2016-04-13,24,25,0,51,21,19,1884,2,2,2,0,1,100%,1,00:00:00,0,0,0,0%,0,0,0,0%,0,0,0,0%,48,45,0,0,3,3,0,0,44,0.66s,76%,2,00:01:15
2016-04-14,20,25,0,39,8,19,4436,7,15,5,0,8,71%,2.1,00:06:03,0,0,0,0%,0,0,0,0%,0,0,0,0%,37,36,0,0,2,2,0,0,32,0.51s,76%,1.6,00:02:57
2016-04-15,21,25,0,54,16,19,1558,5,6,4,0,2,80%,1.2,00:00:23,0,0,0,0%,0,0,0,0%,0,0,0,0%,47,42,0,0,7,7,0,0,36,1.05s,76%,2.2,00:01:02
2016-04-16,9,13,0,31,8,7,1156,5,20,1,0,8,20%,4,00:02:41,0,0,0,0%,0,0,0,0%,0,0,0,0%,28,21,0,0,3,3,0,0,21,1.69s,54%,2.4,00:01:29
2016-04-17,9,9,0,14,5,7,859,1,5,1,0,5,0%,5,00:13:59,0,0,0,0%,0,0,0,0%,0,0,0,0%,12,12,1,1,1,1,0,0,7,1.15s,78%,1.6,00:01:35
2016-04-18,23,24,0,49,8,17,933,2,2,2,0,1,100%,1,00:00:00,0,0,0,0%,0,0,0,0%,0,0,0,0%,45,38,2,2,2,2,0,0,38,1.34s,71%,2,00:00:39
2016-04-19,21,26,0,86,11,9,9853,11,37,7,0,11,27%,3.4,00:10:40,0,0,0,0%,0,0,0,0%,0,0,0,0%,71,55,1,1,14,14,0,0,57,0.45s,35%,3.3,00:06:19
