Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
2016-03-28,457,557,0,1525,231,354,107641,184,686,126,0,231,59%,3.7,00:05:15,0,0,0,0%,0,0,0,0%,0,0,0,0%,1449,1069,19,17,56,47,1,1,1370,0.35s,64%,2.7,00:03:13
2016-03-29,535,617,0,1437,34,393,84571,163,430,116,0,34,60%,2.6,00:03:17,0,0,0,0%,0,0,0,0%,0,0,0,0%,1323,1062,39,36,72,65,3,3,1263,0.49s,64%,2.3,00:02:17
2016-03-30,493,560,0,1370,38,367,88830,160,485,121,0,38,58%,3,00:04:42,0,0,0,0%,0,0,0,0%,0,0,0,0%,1276,994,18,16,67,62,9,9,1225,0.44s,66%,2.4,00:02:39
2016-03-31,411,465,0,1115,34,307,76761,127,334,99,0,28,61%,2.6,00:03:26,0,0,0,0%,0,0,0,0%,0,0,0,0%,1049,831,14,14,49,46,3,2,970,0.36s,66%,2.4,00:02:45
2016-04-01,436,503,0,1497,139,333,101119,151,507,113,0,64,66%,3.4,00:04:35,0,0,0,0%,0,0,0,0%,0,0,0,0%,1415,1061,28,27,50,42,4,2,1315,0.36s,66%,3,00:03:21
2016-04-02,253,288,0,645,21,183,49459,78,158,62,0,13,73%,2,00:03:14,0,0,0,0%,0,0,0,0%,0,0,0,0%,608,494,5,5,30,25,2,2,571,0.37s,64%,2.2,00:02:52
2016-04-03,342,388,0,834,20,269,55326,97,210,76,0,20,68%,2.2,00:02:32,0,0,0,0%,0,0,0,0%,0,0,0,0%,799,659,1,1,33,30,1,1,751,0.55s,69%,2.1,00:02:23
2016-04-04,530,605,0,1370,34,407,99033,166,416,134,0,22,64%,2.5,00:04:25,0,0,0,0%,0,0,0,0%,0,0,0,0%,1283,1008,21,17,65,58,1,1,1185,0.52s,67%,2.3,00:02:44
2016-04-05,525,602,0,1401,49,394,84366,163,423,134,0,49,66%,2.6,00:02:22,0,0,0,0%,0,0,0,0%,0,0,0,0%,1311,1086,17,17,69,61,4,4,1211,0.63s,65%,2.3,00:02:20
2016-04-06,508,585,0,1300,46,392,85442,183,424,144,0,29,69%,2.3,00:03:04,0,0,0,0%,0,0,0,0%,0,0,0,0%,1207,933,24,23,68,64,1,1,1125,0.53s,67%,2.2,00:02:26
2016-04-07,473,553,0,1253,37,345,82216,163,371,125,0,17,63%,2.3,00:02:02,0,0,0,0%,0,0,0,0%,0,0,0,0%,1187,947,13,13,51,49,2,2,1123,0.47s,62%,2.3,00:02:29
2016-04-08,429,480,0,1166,134,316,72958,129,402,97,0,134,69%,3.1,00:03:04,0,0,0,0%,0,0,0,0%,0,0,0,0%,1095,897,12,12,56,51,3,2,899,0.52s,66%,2.4,00:02:32
2016-04-09,330,367,0,806,30,243,45040,89,184,67,0,15,64%,2.1,00:03:00,0,0,0,0%,0,0,0,0%,0,0,0,0%,749,609,22,20,32,29,3,3,700,0.76s,66%,2.2,00:02:03
2016-04-10,266,295,0,659,20,184,44805,71,148,51,0,20,65%,2.1,00:04:35,0,0,0,0%,0,0,0,0%,0,0,0,0%,632,525,10,10,17,16,0,0,590,0.56s,62%,2.2,00:02:32
